image,title,id,regular_price,special_price,Brand,Model,Part No,Processor Brand,Processor Type,Processor Model,Processor Base Frequency,Processor Max Turbo Frequency,Processor Core,Processor Thread,CPU Cache,RAM,RAM Type,Storage,M.2/SSD Expansion Slot,Graphics Chipset,Graphics Memory Accessibility,Graphics Memory,Display Size (Inch),Display Type,Display Resolution,Touch Screen,Optical Drive,Multimedia Card Slot,Supported Multimedia Card,USB 2 Port,USB 3 Port,USB C / Thunderbolt Port,HDMI Port,Headphone Port,Microphone Port,Security Lock Slot,LAN,WiFi,Bluetooth,Audio Properties,Speaker,Microphone.,WebCam,Keyboard Layout,Pointing Device,Security Chip,Operating System,Color,Dimensions,Weight (Kg),Battery,Battery Capacity,Battery Type,Power Adapter,Warranty,Warranty Claim Duration (Approximate),Specialty,Country Of Origin,Made in/ Assemble,Laptop Series,Installed RAM Details,Max. RAM Support,Installed SSD Type,Display Surface,Display Features,Keyboard Back-lit,Num Key pad,Finger Print Sensor,Body Material,Adapter Type,Display Bazel,Generation,Total RAM Slot,Empty/Expansion RAM Slot,Installed HDD Type,HDD RPM,Others,Chipset.,Display Refresh Rate,Storage Upgrade,RAM Bus (MHz),Video Port,Backup Time,VGA/D-Sub,Graphics Memory Type,Audio Port,Micro HDMI Port,NFC,RGB Keyboard,Package Content,Optane Memory,Optane Memory Slot,TPM,Secondary Screen Size,Secondary Screen Technology,Secondary Screen Resolution,Face Detection,Mini HDMI Port,Best For,Device Lighting
https://www.ryanscomputers.com/storage/products/main/asus-zenbook-14-ux425ja-intel-core-i5-1035g1-14-11629183733.webp,Asus ZenBook 14 UX425JA Intel Core i5 1035G1 14 Inch FHD Display Pine Grey Laptop #BM073T-UX425JA,Product Id: 33.03.006.1352,"                                 84,630  ","                                 78,000  ",Asus,Asus ZenBook 14 UX425JA,BM073T-UX425JA,Intel,Intel Core i5,Core i5 1035G1,1.00 GHz,3.60 GHz,4,8,6MB,8GB,LPDDR4x,512GB SSD,,Intel UHD Graphics,Integrated,Shared,14,FHD LED,1920x1080 (WxH) FHD,,No,1,MicroSD Card Reader,,1 x USB 3.2 Gen 1 Type-A,2 x Thunderbolt 3,1,,,,,Wi-Fi 6 (802.11ax),Bluetooth 5.0,Smart Amp Technology,Yes,Array Microphone,HD Webcam,"Backlit Chiclet Keyboard, 1.4mm Key-travel",TouchPad,Firmware TPM 2.0,Windows 10 Home,Pine Grey,319 x 208 x 13.9mm,1.17 kg,4 Cell,67Wh,Li-ion,65W AC Adapter,2 Year (1 year for Battery),Estimated Warranty Claim Duration 20 Days. It may take additional time up to 40 days,"The beautiful new ZenBook 14 is more portable than ever. Its thinner, lighter, and incredibly compact, yet includes HDMI, Thunderbolt 3 USB-C, USB Type-A and MicroSD card reader for unrivaled versatility. Built to deliver powerful performance, ZenBook 14 is your perfect choice for an effortless on-the-go lifestyle.",Taiwan,China,ZenBook,1 x 8GB Non-Removable,,NVMe PCIe,Anti-glare,"Aspect Ratio: 16:9, IPS-level Panel, LED Backlit, 300nits, sRGB: 100%, Screen-to-body ratio: 90%",Yes,,,,,,10th,1,,,,"HDMI Version: 2.1, Power Supply: TYPE-C, Output: 19V DC, 3.42A, 65W, Input: 100 - 240V AC 50/60Hz universal, Military Grade: US MIL-STD 810G military-grade standard, Regulatory Compliance: EPEAT, Energy star",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.ryanscomputers.com/storage/products/main/asus-vivobook-s14-s433ea-intel-core-i5-1135g7-14-11631509101.webp,Asus VivoBook S14 S433EA Intel Core i5 1135G7 14 Inch FHD LED Dreamy White Laptop #AM852T-S433EA,Product Id: 33.01.006.1395,"                                 84,630  ","                                 78,000  ",Asus,Asus VivoBook S14 S433EA,AM852T-S433EA,Intel,Intel Core i5,Core i5 1135G7,2.40 GHz,4.20 GHz,4,8,8MB,8GB,DDR4,512GB SSD,,Intel Iris Xe graphics,Integrated,Shared,14,FHD LED,1920x1080 (WxH) FHD,,No,1,MicroSD card reader,2 x USB 2.0,1 x USB 3.2 Gen 1 Type-A,1 x Thunderbolt 3 (USB-C),1,Combo,Combo,,,Wi-Fi 6 (802.11ax),Bluetooth 5.0,ASUS SonicMaster Stereo Audio,Yes,Array Microphone,HD Webcam,Full-size backlit with 1.4mm key travel,TouchPad,,Windows 10 Home,Dreamy White,324.9 x 213.5 x 15.9mm,1.4 kg,3 Cell,50 Wh,Lithium-polymer,65W power adapter,2 Year (1 year for Battery),Estimated Warranty Claim Duration 20 Days. It may take additional time up to 40 days,"Backlit Keyboard, ASUS VivoBook, a perennial favorite, is getting a new bolder look that sure to get pulses racing. The slim and lightweight VivoBook S14 now features diamond-cut edges and textured finishes, and is available in four distinct colors that have been chosen to reflect your personality. VivoBook S14 has the performance you need to get you through the day. ASUS exclusive algorithms combined with between five and nine smart sensors, an aerodynamic IceBlades fan design, VivoBook S14 keeps you productive and entertained, even on the go.",Taiwan,China,VivoBook,1 x 8GB Non-Removable,,NVMe PCIe,Anti-glare,"Display aspect ratio: 16:9, Frameless NanoEdge display with 85% screen-to-body ratio, 178 degree wide-view technology",Yes,Yes (Touchpad),,Metal,,Thin-bezel,11th,1,,,,"1 x DC-in, Power Plug Type: 4mm, Output: 19V DC, 3.42A, Input: 100-240V AC, 50/60Hz universal, HDD Expansion Slot: None",,,512GB SSD Can Be Replaced,3200MHz,,,,,,,,,,,,,,,,,,,
https://www.ryanscomputers.com/storage/products/main/asus-vivobook-s14-s433ea-11th-gen-intel-core-i5-11631511425.webp,Asus VivoBook S14 S433EA 11th Gen Intel Core i5 1135G7 14 Inch FHD LED Display Indie Black Laptop #AM851T-S433EA,Product Id: 33.01.006.1394,"                                 84,630  ","                                 78,000  ",Asus,Asus VivoBook S14 S433EA,AM851T-S433EA,Intel,Intel Core i5,Core i5 1135G7,2.40 GHz,4.20 GHz,4,8,8MB,8GB,DDR4,512GB SSD,,Intel Iris Xe graphics,Integrated,Shared,14,FHD LED,1920x1080 (WxH) FHD,,No,1,MicroSD card reader,2 x USB 2.0,1 x USB 3.2 Gen 1 Type-A,1 x Thunderbolt 3 (USB-C),,Combo,Combo,,,Wi-Fi 6 (802.11ax),Bluetooth 5.0,ASUS SonicMaster Stereo Audio,Yes,Array Microphone,HD Webcam,Full-size backlit with 1.4mm key travel,TouchPad,,Windows 10 Home,Indie Black,324.9 x 213.5 x 15.9mm,1.4 kg,3 Cell,50 Wh,Lithium-polymer,65W power adapter,2 Year (1 year for Battery),Estimated Warranty Claim Duration 20 Days. It may take additional time up to 40 days,"Backlit Keyboard, ASUS VivoBook, a perennial favorite, is getting a new bolder look that sure to get pulses racing. The slim and lightweight VivoBook S14 now features diamond-cut edges and textured finishes, and is available in four distinct colors that have been chosen to reflect your personality. VivoBook S14 has the performance you need to get you through the day. ASUS exclusive algorithms combined with between five and nine smart sensors, an aerodynamic IceBlades fan design, VivoBook S14 keeps you productive and entertained, even on the go.",Taiwan,China,VivoBook,1 x 8GB Non-Removable,,NVMe PCIe,Anti-glare,"Display aspect ratio: 16:9, Frameless NanoEdge display with 85% screen-to-body ratio, 178 degree wide-view technology",Yes,Yes (Touchpad),,Metal,,Thin-bezel,11th,1,,,,"1 x DC-in, Power Plug Type: 4mm, Output: 19V DC, 3.42A, Input: 100-240V AC, 50/60Hz universal, HDD Expansion Slot: None",,,512GB SSD Can Be Replaced,3200MHz,,,,,,1,,,,,,,,,,,,,
https://www.ryanscomputers.com/storage/products/main/asus-vivobook-15-k513ep-intel-core-i5-1135g7-156-11637490983.webp,Asus VivoBook 15 K513EP Intel Core i5 1135G7 15.6 Inch FHD Display Indie Black Laptop #BQ531T-K513EP,Product Id: 33.01.006.1428,"                                 84,630  ","                                 78,000  ",Asus,Asus VivoBook 15 K513EP,BQ531T-K513EP,Intel,Intel Core i5,Core i5 1135G7,2.40 GHz,4.20 GHz,4,8,8MB,8GB,DDR4,512GB SSD,No,Nvidia MX330 Graphics,Dedicated,2GB,15.6,FHD LED,1920x1080 (WxH) FHD,,No,Yes,Micro SD,2 x USB Type-A,1 x USB Gen 1 Type-A,1 x USB Gen 1 Type-C,1,Combo,Combo,,,Wi-Fi 5 (802.11ac),Bluetooth 4.1,Audio by ICEpower,Yes,Yes,HD Webcam,"Backlit Chiclet Keyboard, 1.4mm Key-travel",TouchPad,Firmware TPM,Windows 10 Home,Indie Black,359 x 235 x 17.9mm,1.80 kg,3 Cell,42Wh,Li-ion,,2 Year (Battery 1 Year),Estimated Warranty Claim Duration 20 Days. It may take additional time up to 40 days,"ASUS VivoBook 15 adds flair and dynamism to daily computing. With its Intel Core i5 processor and the latest NVIDIA GeForce GPU, VivoBook 15 provides the power you need to get things done. It also features a dual-storage design that combines the fast data speeds of an SSD with the large capacities of an HDD, giving you the best of both worlds in order to boost productivity.",Taiwan,China,VivoBook,1 x 8GB Non-Removable,16GB,NVMe PCIe,Anti-glare,"Aspect Ratio: 16:9, IPS-level Panel, LED Backlit, 250nits, NTSC: 45%, Screen-to-body ratio: 85 %",Yes,,Yes,,65W AC Adapter,,11th,2,1,,,"HDMI Version: 1.4, Power Supply: 4.0, 65W AC Adapter, Output: 19V DC, 3.42A, 65W, Input: 100 - 240V AC 50/60Hz universal, Regulatory Compliance: EPEAT, Energy star, HDD Expansion Slot: 1 x HDD Slot",,,512GB SSD Can Be Replaced,3200MHz,,,,GDDR5,,,,,,,,,,,,,,,
https://www.ryanscomputers.com/storage/products/main/asus-vivobook-15-k513ep-intel-core-i5-1135g7-156-11637566322.webp,Asus VivoBook 15 K513EP Intel Core i5 1135G7 15.6 Inch FHD Display Hearty Gold Laptop #BQ530T-K513EP,Product Id: 33.01.006.1429,"                                 84,630  ","                                 78,000  ",Asus,Asus VivoBook 15 K513EP,BQ530T-K513EP,Intel,Intel Core i5,Core i5 1135G7,2.40 GHz,4.20 GHz,4,8,8MB,8GB,DDR4,512GB SSD,No,Nvidia MX330 Graphics,Dedicated,2GB,15.6,FHD LED,1920x1080 (WxH) FHD,,No,Yes,Micro SD,2 x USB Type-A,1 x USB Gen 1 Type-A,1 x USB Gen 1 Type-C,1,Combo,Combo,,,Wi-Fi 5 (802.11ac),Bluetooth 4.1,Audio by ICEpower,Yes,Yes,HD Webcam,"Backlit Chiclet Keyboard, 1.4mm Key-travel",TouchPad,Firmware TPM,Windows 10 Home,Hearty Gold,359 x 235 x 17.9mm,1.80 kg,3 Cell,42Wh,Li-ion,,2 Year (Battery 1 Year),Estimated Warranty Claim Duration 20 Days. It may take additional time up to 40 days,"ASUS VivoBook 15 adds flair and dynamism to daily computing. With its Intel Core i5 processor and the latest NVIDIA GeForce GPU, VivoBook 15 provides the power you need to get things done. It also features a dual-storage design that combines the fast data speeds of an SSD with the large capacities of an HDD, giving you the best of both worlds in order to boost productivity.",Taiwan,China,VivoBook,1 x 8GB Non-Removable,16GB,NVMe PCIe,Anti-glare,"Aspect Ratio: 16:9, IPS-level Panel, LED Backlit, 250nits, NTSC: 45%, Screen-to-body ratio: 85 %",Yes,,Yes,,65W AC Adapter,,11th,2,1,,,"HDMI Version: 1.4, Power Supply: 4.0, 65W AC Adapter, Output: 19V DC, 3.42A, 65W, Input: 100 - 240V AC 50/60Hz universal, Regulatory Compliance: EPEAT, Energy star, HDD Expansion Slot: 1 x HDD Slot",,,512GB SSD Can Be Replaced,3200MHz,,,,GDDR5,,,,,,,,,,,,,,,
https://www.ryanscomputers.com/storage/products/main/asus-vivobook-15-k513ep-11th-gen-intel-core-i5-11628680401.webp,Asus VivoBook 15 K513EP 11th Gen Intel Core i5 1135G7 15.6 Inch FHD Display Transparent Silver Laptop #BQ302T-K513EP,Product Id: 33.01.006.1377,"                                 84,630  ","                                 78,000  ",Asus,Asus VivoBook 15 K513EP,BQ302T-K513EP,Intel,Intel Core i5,Core i5 1135G7,2.40 GHz,4.20 GHz,4,8,8MB,8GB,DDR4,512GB SSD,,Nvidia MX330 Graphics,Dedicated,2GB,15.6,FHD LED,1920x1080 (WxH) FHD,,No,1,MicroSD Card Reader,2 x USB 2.0 Type-A,1 x USB 3.2 Gen 1 Type-A,1 x USB 3.2 Gen 1 Type-C,1,Combo,Combo,,,Wi-Fi 5 (802.11ac),Bluetooth 4.1,Audio by ICEpower,Yes,Yes,HD Webcam,"Backlit Chiclet Keyboard, 1.4mm Key-travel",TouchPad,Firmware TPM,Windows 10 Home,Transparent Silver,359 x 235 x 17.9mm,1.80 kg,3 Cell,42Wh,Li-ion,65W AC Adapter,"2 year (Battery, Adapter 1 year)",Estimated Warranty Claim Duration 20 Days. It may take additional time up to 40 days,"ASUS VivoBook 15 adds flair and dynamism to daily computing. With its Intel Core i5 processor and the latest NVIDIA GeForce GPU, VivoBook 15 provides the power you need to get things done. It also features a dual-storage design that combines the fast data speeds of an SSD with the large capacities of an HDD, giving you the best of both worlds in order to boost productivity.",Taiwan,China,VivoBook,1 x 8GB Non-Removable,16GB,NVMe PCIe,Anti-glare,"Aspect Ratio: 16:9, IPS-level Panel, LED Backlit, 250nits, NTSC: 45%, Screen-to-body ratio: 85 %",Yes,,Yes,,,,11th,2,1,,,"HDMI Version: 1.4, Power Supply: 4.0, 65W AC Adapter, Output: 19V DC, 3.42A, 65W, Input: 100 - 240V AC 50/60Hz universal, Regulatory Compliance: EPEAT, Energy star, HDD Expansion Slot: 1 x HDD Slot",,,512GB SSD Can Be Replaced,3200MHz,,,,GDDR5,,,,,,,,,,,,,,,
https://www.ryanscomputers.com/storage/products/main/asus-vivobook-15-k513ep-11th-gen-intel-core-i5-11634214512.webp,Asus VivoBook 15 K513EP 11th Gen Intel Core i5 1135G7 15.6 Inch FHD Display Hearty Gold Laptop #BQ300T-K513EP,Product Id: 33.01.006.1408,"                                 84,630  ","                                 78,000  ",Asus,Asus VivoBook 15 K513EP,BQ300T-K513EP,Intel,Intel Core i5,Core i5 1135G7,2.40 GHz,4.20 GHz,4,8,8MB,8GB,DDR4,512GB SSD,No,Nvidia MX330 Graphics,Dedicated,2GB,15.6,FHD LED,1920x1080 (WxH) FHD,,No,1,MicroSD Card Reader,2 x USB 2.0 Type-A,1 x USB 3.2 Gen 1 Type-A,1 x USB 3.2 Gen 1 Type-C,1,Combo,Combo,,,Wi-Fi 5 (802.11ac),Bluetooth 4.1,Audio by ICEpower,Yes,Yes,HD Webcam,"Backlit Chiclet Keyboard, 1.4mm Key-travel",TouchPad,Firmware TPM,Windows 10 Home,Hearty Gold,359 x 235 x 17.9mm,1.80 kg,3 Cell,42Wh,Li-ion,65W AC Adapter,2 Year (1 year for Battery),Estimated Warranty Claim Duration 20 Days. It may take additional time up to 40 days,"ASUS VivoBook 15 adds flair and dynamism to daily computing. With its Intel Core i5 processor and the latest NVIDIA GeForce GPU, VivoBook 15 provides the power you need to get things done. It also features a dual-storage design that combines the fast data speeds of an SSD with the large capacities of an HDD, giving you the best of both worlds in order to boost productivity.",Taiwan,China,VivoBook,1 x 8GB Non-Removable,16GB,NVMe PCIe,Anti-Glare,"Aspect Ratio: 16:9, IPS-level Panel, LED Backlit, 250nits, NTSC: 45%, Screen-to-body ratio: 85 %",Yes,,Yes,,,,11th,2,1,,,"HDMI Version: 1.4, Power Supply: 4.0, 65W AC Adapter, Output: 19V DC, 3.42A, 65W, Input: 100 - 240V AC 50/60Hz universal, Regulatory Compliance: EPEAT, Energy star, HDD Expansion Slot: 1 x HDD Slot",,,512GB SSD Can Be Replaced,3200MHz,,,,GDDR5,,,,,,,,,,,,,,,
https://www.ryanscomputers.com/storage/products/main/Asus Zenbook UX310UQ 7th Gen Intel Core i5 7200U_21542882098.webp,Asus Zenbook UX310UQ Intel Core i5 7200U 13.3 Inch FHD Quartz Grey Laptop,Product Id: 33.03.006.636,"                                 85,720  ","                                 79,000  ",Asus,Asus Zenbook UX310UQ,FC460T,Intel,Intel Core i5,Core i5 7200U,2.50 GHz,3.10 GHz,2,4,3MB,8GB,DDR4,512GB SSD,,NVIDIA GeForce 940MX,Dedicated,2GB,13.3,Full HD Display,1920x1080 (WxH) FHD,,,,,2 x USB 2.0,"1 x USB 3.1, 1 x USB 3.0",,1,,,,,Yes,Yes,,,,,,,,Windows 10 Home,Quartz Grey,,1.40 Kg,3 Cell,,,,2 Year (1 year for Battery),Estimated Warranty Claim Duration 20 Days. It may take additional time up to 40 days,,Taiwan,China,Zenbook,,,,,,,,,,,,7th,,,,,,,,,,,Up to 6 Hrs.,,,Combo,,,,,,,,,,,,,,
https://www.ryanscomputers.com/storage/products/main/asus-zenbook-14-ux425ja-intel-core-i5-1035g1-14-11628075286.webp,Asus ZenBook 14 UX425JA Intel Core i5 1035G1 14 Inch FHD Display Pine Grey Laptop #HM021T-UX425JA,Product Id: 33.03.006.1363,"                                 88,430  ","                                 81,500  ",Asus,Asus ZenBook 14 UX425JA,HM021T-UX425JA,Intel,Intel Core i5,Core i5 1035G1,1.00 GHz,3.60 GHz,4,8,6MB,8GB,LPDDR4x,512GB SSD,,Intel UHD Graphics,Integrated,Shared,14,FHD LED,1920x1080 (WxH) FHD,,No,1,MicroSD Card Reader,,1 x USB 3.2 Gen 1 Type-A,2 x Thunderbolt 3 (USB-C),1,,,,,WiFi 6 (802.11ax),Bluetooth 5.0,ASUS SonicMaster Stereo Audio,Yes,Array Microphone,3D IR HD camera,"Edge-to-edge design, full-size backlit, with 1.4mm key travel",TouchPad,,Windows 10 Home,Pine Grey,319 x 208 x 13.9mm,1.17 kg,4 Cell,67Wh,Lithium-polymer,65W power adaptor,2 Year (1 year for Battery),Estimated Warranty Claim Duration 20 Days. It may take additional time up to 40 days,"The beautiful new ZenBook 14 is more portable than ever. Its thinner, lighter, and incredibly compact, yet includes HDMI, Thunderbolt 3 USB-C, USB Type-A and MicroSD card reader for unrivaled versatility. Built to deliver powerful performance, ZenBook 14 is your perfect choice for an effortless on-the-go lifestyle.",Taiwan,China,ZenBook,,,NVMe PCIe,Anti-glare,"Aspect Ratio: 16:9, 300nits brightness display Four-sided frameless NanoEdge design with 90% screen-to-body ratio, 2.5mm-thin side bezel and 3.3mm bottom bezel, IPS-level wide-view technology",Yes,Yes (Touchpad),,,,,10th,,,,,"Power Supply: Plug Type: Type C, Output: 20V DC, 65W, Input: 100-240V AC, 50/60Hz universal,",,,,3200MHz,,,,,,,,,,,,,,,,,,,
https://www.ryanscomputers.com/storage/products/main/asus-vivobook-flip-14-tm420ua-amd-ryzen-7-5700u-11631606122.webp,Asus VivoBook Flip 14 TM420UA AMD Ryzen 7 5700U 14 Inch FHD Touch Display Bespoke Black Laptop #EC046T-TM420UA,Product Id: 33.01.006.1397,"                                 90,060  ","                                 83,000  ",Asus,Asus VivoBook Flip 14 TM420UA,EC046T-TM420UA,AMD,AMD Ryzen 7,Ryzen 7 5700U,1.80 GHz,4.30 GHz,8,16,12MB,8GB,DDR4,512GB SSD,,AMD Radeon Graphics,Integrated,Shared,14,FHD LED,1920x1080 (WxH) FHD,,No,1,Micro SD 4.0 card reader,1 x USB 2.0 Type-A,1 x USB 3.2 Gen 2 Type-A,1 x USB 3.2 Gen 2 Type-C,1,Combo,Combo,Yes,,Wi-Fi 6 (802.11ax),Bluetooth 5.0,,Yes,Built-in array microphone,HD WebCam,Illuminated chiclet keyboard,TouchPad,Firmware TPM,Windows 10 Home,Bespoke Black,324 x 220 x 18.2 - 18.2mm,1.50 kg,3 Cell,42 Wh,Li-ion,65W AC Adapter,2 Year (1 year for Battery),Estimated Warranty Claim Duration 20 Days. It may take additional time up to 40 days,"Fan Profile, Splendid, Function key lock, WiFi SmartConnect, AI Noise Canceling.",Taiwan,China,VivoBook,,,512GB SSD,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.ryanscomputers.com/storage/products/main/asus-vivobook-15-x512fl-8th-gen-intel-core-i7-11566739241.webp,Asus VivoBook 15 X512FL 8th Gen Intel Core i7 8565U Transparent Silver Laptop,Product Id: 33.01.006.980,"                                 92,230  ","                                 85,000  ",Asus,Asus VivoBook 15 X512FL,EJ120T,Intel,Intel Core i7,Intel Core i7 8565U,1.80 GHz,4.60 GHz,4,8,8MB,8GB,DDR4,1TB HDD+256GB SSD,,Nvidia MX250 Graphics,Dedicated,2GB,15.6,FHD LED,1920x1080 (WxH) FHD,,No,1,Multi-format card reader (SD),2x USB 2.0 Type-A,1x USB 3.1 Gen 1 Type-A,1x USB 3.1 Gen 1 Type-C,1,Combo,Combo,,,Wi-Fi 5 (802.11 ac),Bluetooth 4.1,,SonicMaster audio,,HD Webcam,Chiclet keyboard,TouchPad,,Windows 10 Home,Transparent Silver,357 x 230 x 19mm,1.75Kg,2 Cell,37Wh,,65 W,2 Year (1 year for Battery),,LED-backlit FHD Anti-Glare Panel with 45% NTSC,Taiwan,China,Vivobook,,16GB,,Anti-Glare,,,,,,,,8th,,1,SATA3,,"Display: 60Hz Anti-Glare Panel with 45% NTSC, Keyboard: Chiclet keyboard, Audio: ASUS SonicMaster Technology",Intel Series 300,60 Hz,,2400 MHz,,,,GDDR5,,,,,,,,,,,,,,,
https://www.ryanscomputers.com/storage/products/main/asus-zenbook-14-ux425ea-intel-core-i5-1135g7-14-11628110897.webp,Asus ZenBook 14 UX425EA Intel Core i5 1135G7 14 Inch FHD Display Lilac Mist Laptop #KI593T-UX425EA,Product Id: 33.03.006.1370,"                                 93,310  ","                                 86,000  ",Asus,Asus ZenBook 14 UX425EA,KI593T-UX425EA,Intel,Intel Core i5,Core i5 1135G7,2.40 GHz,4.20 GHz,4,8,8MB,8GB,LPDDR4x,512GB SSD,,Intel Iris Xe Graphics,Integrated,Shared,14,FHD LED,1920x1080 (WxH) FHD,,No,1,MicroSD card reader,,1 x USB 3.2 Gen 1 Type-A,2 x Thunderbolt 4,1,,,,,Wi-Fi 6 (802.11ax),Bluetooth 5.0,Harman/kardon (Premium),Yes,Array Microphone,IR HD Camera,Backlit Chiclet Keyboard,TouchPad,Yes,Windows 10 Home,Lilac Mist,319 x 208 x 13.9mm,1.13 Kg,4 Cell,67Wh,Li-Ion,65W USB Type-C AC adapter,2 Year (1 year for Battery),Estimated Warranty Claim Duration 20 Days. It may take additional time up to 40 days,"Backlit KeyBoard, FHD 16:9 IPS-level Panel Anti-glare LED Backlit 300nits display, 1.4mm Key-travel, Support NumberPad, HD camera with IR function to support Windows Hello, Without privacy shutter (Webcam), Smart Amp Technology, Built-in array microphone, harman/kardon (Premium) with Cortana and Alexa voice-recognition support (Audio), Timeless beauty, effortless portability, The beautiful new ZenBook 14 is more portable than ever, Its thinner, lighter, and incredibly compact, yet includes HDMI, Thunderbolt 4 USB-C, USB Type-A and MicroSD card reader for unrivaled versatility, Built to deliver powerful performance, ZenBook 14 is your perfect choice for an effortless on-the-go lifestyle, Travel light, travel smart, Bright, clear, power-efficient display, Connect fast-anywhere, Next-level AI noise-canceling audio technology, Designed for comfort and convenience, Precision-engineered ErgoLift hinge, Certified audio quality, A ZenBook for every need",Taiwan,China,ZenBook,1 x 8GB Non-Removable,,NVMe PCIe,Anti-Glare,"sRGB: 100%, Screen-to-body ratio: 90%",Yes,,,Metal,,Four-sided NanoEdge,11th,1,,,,"HDMI Version: 2.0b, Output: 19V DC, 3.42A, 65W, Input: 100-240V AC 50/60Hz universal, Built-in Apps: MyASUS, MyASUS Features: System diagnosis, Battery health charging, Fan Profile, Splendid, Function key lock, Smart WiFi, AppDeals, Link to MyASUS, Military Grade: US MIL-STD 810G military-grade standard, Security: Trusted Platform Module (Firmware TPM), Trusted Platform Module (TPM) 2.0, IR webcam with Windows Hello support",,,,,,,,,,,,,,,,,,,,,,,
https://www.ryanscomputers.com/storage/products/main/asus-zenbook-14-ux425ea-intel-core-i5-1135g7-14-11628686094.webp,Asus ZenBook 14 UX425EA Intel Core i5 1135G7 14 Inch FHD Display Pine Grey Laptop #KI355T-UX425EA,Product Id: 33.03.006.1380,"                                 93,310  ","                                 86,000  ",Asus,Asus ZenBook 14 UX425EA,KI355T-UX425EA,Intel,Intel Core i5,Core i5 1135G7,2.40 GHz,4.20 GHz,4,8,8MB,8GB,LPDDR4x,512GB SSD,,Intel Iris Xe Graphics,Integrated,Shared,14,FHD LED,1920x1080 (WxH) FHD,,No,1,MicroSD Card Reader,,1 x USB 3.2 Gen 1 Type-A,2 x Thunderbolt 4,1,,,,,Wi-Fi 6 (802.11ax),Bluetooth 5.0,Harman/kardon (Premium),Yes,Array Microphone,IR HD Camera,Backlit Chiclet Keyboard,TouchPad,Yes,Windows 10 Home,Pine Grey,319 x 208 x 13.9mm,1.13 Kg,4 Cell,67Wh,Li-Ion,65W USB Type-C AC adapter,2 Year (1 year for Battery),Estimated Warranty Claim Duration 20 Days. It may take additional time up to 40 days,"Backlit KeyBoard, FHD 16:9 IPS-level Panel Anti-glare LED Backlit 300nits display, 1.4mm Key-travel, Support NumberPad, HD camera with IR function to support Windows Hello, Without privacy shutter (Webcam), Smart Amp Technology, Built-in array microphone, harman/kardon (Premium) with Cortana and Alexa voice-recognition support (Audio), Timeless beauty, effortless portability, The beautiful new ZenBook 14 is more portable than ever, Its thinner, lighter, and incredibly compact, yet includes HDMI, Thunderbolt 4 USB-C, USB Type-A and MicroSD card reader for unrivaled versatility, Built to deliver powerful performance, ZenBook 14 is your perfect choice for an effortless on-the-go lifestyle, Travel light, travel smart, Bright, clear, power-efficient display, Connect fast-anywhere, Next-level AI noise-canceling audio technology, Designed for comfort and convenience, Precision-engineered ErgoLift hinge, Certified audio quality, A ZenBook for every need",Taiwan,China,ZenBook,1 x 8GB Non-Removable,,NVMe PCIe,Anti-Glare,"sRGB: 100%, Screen-to-body ratio: 90%",Yes,Yes (Touchpad),,Metal,,Four-sided NanoEdge,11th,1,,,,"HDMI Version: 2.0b, Output: 19V DC, 3.42A, 65W, Input: 100-240V AC 50/60Hz universal, Built-in Apps: MyASUS, MyASUS Features: System diagnosis, Battery health charging, Fan Profile, Splendid, Function key lock, Smart WiFi, AppDeals, Link to MyASUS, Military Grade: US MIL-STD 810G military-grade standard, Security: Trusted Platform Module (Firmware TPM), Trusted Platform Module (TPM) 2.0, IR webcam with Windows Hello support",,,,,,,,,,,,,,,,,,,,,,,
