image,title,id,regular_price,special_price,Brand,Model,Laptop Series,Part No,Processor Brand,Processor Type,Generation,Processor Model,Processor Base Frequency,Processor Max Turbo Frequency,Processor Core,Processor Thread,CPU Cache,RAM,Installed RAM Details,RAM Type,RAM Bus (MHz),Total RAM Slot,Max. RAM Support,Storage,Installed HDD Type,HDD RPM,M.2/SSD Expansion Slot,Graphics Chipset,Graphics Memory Accessibility,Graphics Memory,Display Size (Inch),Display Type,Display Resolution,Display Features,Optical Drive,Multimedia Card Slot,USB 2 Port,USB 3 Port,HDMI Port,Headphone Port,Microphone Port,Security Lock Slot,LAN,WiFi,Bluetooth,Audio Properties,Speaker,Microphone.,WebCam,Num Key pad,Pointing Device,Operating System,Color,Dimensions,Weight (Kg),Battery,Battery Capacity,Battery Type,Power Adapter,Warranty,Warranty Claim Duration (Approximate),Specialty,Others,Country Of Origin,Made in/ Assemble,Installed SSD Type,Supported Multimedia Card,USB C / Thunderbolt Port,Keyboard Back-lit,Finger Print Sensor,Body Material,Backup Time,Chipset.,Optane Memory,Storage Upgrade,Display Surface,TPM,Adapter Type,Processor Type.,Built-In RAM,Security Chip,Empty/Expansion RAM Slot,Package Content,Mini HDMI Port,Keyboard Layout,Micro HDMI Port,VGA/D-Sub,Graphics Memory Type,Licensed Application,Display Refresh Rate,Audio Port,Display Bazel,Touch Screen,Display Port,NFC,RGB Keyboard,Mini DP Port,Secondary Screen Size,Secondary Screen Technology,Secondary Screen Resolution
https://www.ryanscomputers.com/storage/products/main/acer-aspire-3-a315-58g-501n-intel-core-i5-1135g7-31633519644.webp,Acer Aspire 3 A315-58G-501N Intel Core i5 1135G7 15.6 Inch FHD Pure Silver Laptop #NX.ADUSI.002,Product Id: 33.01.002.930,"                                 70,530  ","                                 65,000  ",Acer,Acer Aspire 3 A315-58G-501N,Aspire,NX.ADUSI.002,Intel,Intel Core i5,11th,Core i5 1135G7,2.40 GHz,4.20 GHz,4,8,8MB,8GB,,DDR4,,,16GB,1TB HDD,SATA,5400 RPM,,Nvidia MX350 Graphics,Dedicated,2GB,15.6,FHD LED,1920x1080 (WxH) FHD,ComfyView Screen Technology,No,,1 x USB 2.0,2 x USB 3.2 Gen 1 Type A,1,Combo,Combo,,,Yes,Bluetooth 5.0,Stereo,Yes,Yes,Yes,Yes,TouchPad,Windows 10 Home,Pure Silver,363.4 x 238.4 x 19.90mm,1.10 kg,2 Cell,,Li-Ion,,"2 year (Battery, Adapter 1 year)",Estimated Warranty Claim Duration 20 Days. It may take additional time up to 40 days,"Kensington lock slot, Upgradable Windows OS, 64-bit Operating System Architecture, Multi-touch Gesture TouchPad","Battery Energy: 36.70 Wh, Hard Drive Configuration: 1 x 1TB, Display Aspect Ratio: 16:9, HDCP Supported: Yes, Wireless LAN Standard: IEEE 802.11a/b/g/n/ac, Ethernet Technology: Gigabit Ethernet, Front Camera/Webcam Video Resolution: 1280 x 720, Number of Speakers: 2, Microphone Type: Digital, Network (RJ-45): Yes",Taiwan,China,,,,,No,,Up to 9 Hrs.,,,,,,65 W,,,Firmware TPM,,"Package Contents Aspire 3 A315-58G-501N Notebook, Lithium Ion Battery, AC Adapter",,,,,GDDR5,,,,,,,,,,,,
https://www.ryanscomputers.com/storage/products/main/lenovo-ideapad-slim-3i-15itl-11th-gen-intel-core-11623919073.webp,Lenovo IdeaPad Slim 3i 15ITL Intel Core i5 1135G7 15.6 Inch FHD Antiglare Display Platinum Grey Laptop,Product Id: 33.01.200.897,"                                 70,530  ","                                 65,000  ",Lenovo,Lenovo IdeaPad Slim 3i 15ITL,IdeaPad,81X800CSIN-2Y,Intel,Intel Core i5,11th,Core i5 1135G7,2.40 GHz,4.20 GHz,4,8,8MB,8GB,2 x 4GB (1 x 4GB Non-Removable),DDR4,3200MHz,2,20GB,512GB SSD,,,,Intel Iris Xe Graphics,Integrated,Shared,15.6,FHD LED,1920x1080 (WxH) FHD,"Panel type: TN, 220 nits, 45% NTSC",No,1,1 x USB 2.0,2 x USB 3.1 Gen 1,1,Combo,Combo,,,Wi-Fi 5 (ax (2x2)),Bluetooth 5.0,Dolby Audio,2 x 1.5W Speakers,Yes,HD Webcam,Yes,TouchPad,Windows 10 Home,Platinum Grey,362 x 253 x 20mm,1.85 kg,2 Cell,,Li-Polymer,45W power adapter,"2 year (Battery, Adapter 1 year)",Estimated Warranty Claim Duration 30 Days. It may take additional time up to 60 days,"The IdeaPad Slim 3i (15) is priced as an everyday-use laptop-but engineered as something much more. 10th Gen Intel Core processing-as well as powerful memory and storage options-means this PC delivers beyond expectations. Narrow bezels on two sides make the most of the 15.6 inch IdeaPad Slim 3i???s up to FHD display-and give the laptop itself a clean, contemporary look. Dual speakers with Dolby Audio.","HDD Expansion Slot: None, HDMI Version: 1.4b",China,China,NVMe PCIe,SD card reader,,,,,,,,512GB SSD Can Be Replaced,Anti-glare,,,,,Firmware TPM 2.0,,,,,,,,,,,,,,,,,,,
https://www.ryanscomputers.com/storage/products/main/hp-15s-fq2582tu-intel-core-i5-1135g7-156-inch-11636441572.webp,HP 15s-fq2582TU Intel Core i5 1135G7 15.6 Inch FHD Display Silver Laptop #46D74PA-2Y,Product Id: 33.01.020.1368,"                                 71,070  ","                                 65,500  ",HP,HP 15s-fq2582TU,Intel,46D74PA-2Y,,Intel Core i5,11th,Core i5 1135G7,2.40 GHz,4.20 GHz,4,8,8MB,8GB,2 x 4GB Removable,DDR4,2666 MHz,2,,512GB SSD,,,,Intel Iris X e Graphics,Integrated,Shared,15.6,FHD IPS LED Display,1920x1080 (WxH) FHD,"Display type: IPS, micro-edge, 250 nits, 45% NTSC",No,1,,2 x USB Type-A,1,Combo,Combo,,,802.11a/b/g/n/ac (2x2),Bluetooth 5.0,Dual speakers,Yes,Yes,HD Webcam,,TouchPad,Windows 10 Home,Silver,358.5 x 242 x 17.9mm,1.7 kg,3 Cell,41Wh,41Wh,Yes,"2 year (Battery, Adapter 1 year)",Estimated Warranty Claim Duration 30 Days. It may take additional time up to 60 days,,,USA,China,PCIe NVMe,Micro SD,1 x USB Type-C,,No,,Up to 7 Hrs.,Intel Integrated SoC,,,Anti-glare,,45W AC power adapter,,,,,,,,,,,Microsoft Office,,,,,,,,,,,
https://www.ryanscomputers.com/storage/products/main/Lenovo IP520s 8th Gen Intel Core i5 8250U_21542458341.webp,Lenovo IdeaPad 520s Intel Core i5 8250U 14 Inch FHD IPS Display Back-light Keyboard Champagne Gold Laptop,Product Id: 33.01.200.450,"                                 71,070  ","                                 66,000  ",Lenovo,Lenovo IdeaPad 520s,,81BL008VIN,Intel,Intel Core i5,8th,Core i5 8250U,1.60 GHz,3.40 GHz,4,8,6MB,8GB,,DDR4,,,,1TB HDD,,,,Intel Integrated Graphics,Integrated,Shared,14,FHD IPS,1920x1080 (WxH) FHD,,No,1,1 x USB 2.0,1 x USB 3.0,1,Combo,Combo,,,802.11ac (2x2),Bluetooth 4.1,Harman Speakers with Dolby Audio,2 x 2W Speakers,Single Microphone,HD Webcam,No,TouchPad,Windows 10 Home,Champagne Gold,327.4 x 236.5 x 19.3 mm,1.7Kg,3 Cell,,Li-Polymer,,"2 year (Battery, Adapter 1 year)",Estimated Warranty Claim Duration 30 Days. It may take additional time up to 60 days,Flip-able Laptop,,China,China,,"4-in-1 (SD, SDHC, SDXC, MC)",1 x USB 3.0 Type-C,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.ryanscomputers.com/storage/products/main/hp-15s-du3527tu-intel-core-i5-1135g7-156-inch-11628676682.webp,HP 15s-du3527TU Intel Core i5 1135G7 15.6 Inch FHD Display Silver Laptop #46D71PA-2Y,Product Id: 33.01.020.1343,"                                 72,150  ","                                 66,500  ",HP,HP 15s-du3527TU,,46D71PA-2Y,Intel,Intel Core i5,11th,Core i5 1135G7,2.40 GHz,4.20 GHz,4,8,8MB,8GB,2 x 4GB Removable,DDR4,2666 MHz,2,16GB,1TB HDD,SATA,5400 RPM,1,Intel Iris X Graphics,Integrated,Shared,15.6,FHD LED,1920x1080 (WxH) FHD,"Display type: IPS, micro-edge, 250 nits, 45% NTSC",,1,,2 x USB Type-A,1,Combo,Combo,,Ethernet RJ-45,"802.11a, b, g, n, ac (2x2)",Bluetooth 5.0,,2 x Speaker,Dual Array Digital Microphones,HD Webcam,,TouchPad,Windows 10 Home,Silver,358.5 x 242 x 19.9 mm,1.75 kg,3 Cell,41Wh,Li-ion,45W AC power adapter,"2 year (Battery, Adapter 1 year)",Estimated Warranty Claim Duration 30 Days. It may take additional time up to 60 days,Includes Office Home & Student,"Wireless connectivity: Realtek RTL8822CE, Network interface: Integrated 10/100/1000 GbE LAN, 1 x AC smart pin, HDMI Version: 1.4b",USA,China,,SD Card Reader,1 x USB Type-C,,,,Up to 5.5 Hrs.,Intel Integrated SoC,,"Aditional SSD Slot, Replaceable HDD",Anti-glare,,,,,,,,,,,,,Microsoft Office,,,,,,,,,,,
https://www.ryanscomputers.com/storage/products/main/lenovo-ideapad-slim-3i-15itl-intel-core-i5-1135g7-11635050235.webp,Lenovo IdeaPad Slim 3i 15ITL Intel Core i5 1135G7 15.6 Inch FHD Antiglare Display Arctic Grey Laptop #82H801C9IN-2Y,Product Id: 33.01.200.914,"                                 72,700  ","                                 67,000  ",Lenovo,Lenovo IdeaPad Slim 3i 15ITL,IdeaPad,82H801C9IN-2Y,Intel,Intel Core i5,11th,Core i5 1135G7,2.40 GHz,4.20 GHz,4,8,8MB,8GB,,DDR4,3200MHz,,,512GB SSD,,,,Intel Iris Xe Graphics,Integrated,Shared,15.6,FHD IPS LED Display,1920x1080 (WxH) FHD,,No,1,1 x USB 2.0,1 x USB 3.2 Gen 1,Dual HDMI,Combo,Combo,,,Yes,Bluetooth 5.0,"Dolby Audio Stereo speakers, 1.5W x 2",Yes,Dual-Array Microphones,HD WebCam,,TouchPad,Windows 10 Home,,359.2 x 236.5 x 19.9mm,1.65 kg,,38 Wh,Li-Polymer,65Watt AC adapter,"2 year (Battery, Adapter 1 year)",Estimated Warranty Claim Duration 30 Days. It may take additional time up to 60 days,,,China,China,NVMe PCIe,"4-in-1 card reader (SD, SDHC, SDXC, MMC)",1 x USB Type-C 3.2 Gen 1,Yes,Yes,,,,,,Anti-Glare,,,,,Firmware TPM 2.0,,,,Backlit keyboard,,,,,,,,,,,,,,,
https://www.ryanscomputers.com/storage/products/main/lenovo-ideapad-slim-3i-15itl-11th-gen-intel-core-11628318196.webp,Lenovo IdeaPad Slim 3i 15ITL6 11th Gen Intel Core i5 1135G7 15.6 Inch FHD Antiglare Display Abyss Grey Laptop #82H800SDIN-2Y,Product Id: 33.01.200.907,"                                 73,240  ","                                 67,500  ",Lenovo,Lenovo IdeaPad Slim 3i 15ITL6,IdeaPad,82H800SDIN-2Y,Intel,Intel Core i5,11th,Core i5 1135G7,2.40 GHz,4.20 GHz,4,8,8MB,8GB,2 x 4GB (1 x 4GB Non-Removable),DDR4,3200MHz,2,20GB,512GB SSD,,,,Intel Iris Xe Graphics,Integrated,Shared,15.6,FHD LED,1920x1080 (WxH) FHD,"Panel type: TN, 220 nits, 45% NTSC",,1,1 x USB 2.0,2 x USB 3.1 Gen 1,1,Combo,Combo,,,Wi-Fi 5 ax (2x2),Bluetooth 5.0,Dolby Audio,2 x 1.5W Speakers,Yes,HD Webcam,,TouchPad,Windows 10 Home,Arctic Grey,362 x 253 x 20mm,1.85 kg,,,,,"2 year (Battery, Adapter 1 year)",Estimated Warranty Claim Duration 30 Days. It may take additional time up to 60 days,"The IdeaPad Slim 3i (15) is priced as an everyday-use laptop-but engineered as something much more. 10th Gen Intel Core processing-as well as powerful memory and storage options-means this PC delivers beyond expectations. Narrow bezels on two sides make the most of the 15.6 inch IdeaPad Slim 3i???s up to FHD display-and give the laptop itself a clean, contemporary look. Dual speakers with Dolby Audio.","HDD Expansion Slot: None, HDMI Version: 1.4b",China,China,NVMe PCIe,SD Card Reader,,Yes,Yes,,,,,512GB SSD Can Be Replaced,Anti-glare,,,,,Firmware TPM 2.0,,,,,,,,,,,,,,,,,,,
https://www.ryanscomputers.com/storage/products/main/hp-14s-dq2675tu-11th-gen-intel-core-i5-1135g7-14-11632634241.webp,HP 14s-dq2675TU 11th Gen Intel Core i5 1135G7 14 Inch FHD Display Silver Laptop #4D9N9PA-2Y,Product Id: 33.01.020.1356,"                                 74,870  ","                                 69,000  ",HP,HP 14s-dq2675TU,,4D9N9PA-2Y,Intel,Intel Core i5,11th,Core i5 1135G7,2.40 GHz,4.20 GHz,4,8,8MB,8GB,,DDR4,,,,512GB SSD,,,,Intel Iris X e Graphics,Integrated,Shared,14,FHD LED,1920x1080 (WxH) FHD,,No,1,,2 x USB,1,Combo,Combo,,,Yes,Yes,,,,Yes,,,Windows 10 Home,Silver,,,,,,,"2 year (Battery, Adapter 1 year)",Estimated Warranty Claim Duration 20 Days. It may take additional time up to 40 days,Includes Office Home & Student,,USA,China,,,1 x USB Type-C,,,,,,,,,,,,,,,,,,,,,Microsoft Office,,,,,,,,,,,
https://www.ryanscomputers.com/storage/products/main/asus-vivobook-15-x515jp-10th-gen-intel-core-i5-11621839928.webp,Asus VivoBook 15 X515JP Intel Core i5 1035G1 15.6 Inch FHD DisplayTransparent Silver Laptop,Product Id: 33.01.006.1299,"                                 74,870  ","                                 69,000  ",Asus,Asus VivoBook 15 X515JP,VivoBook,BQ141T-X515JP,Intel,Intel Core i5,10th,Core i5 1035G1,1.00 GHz,3.60 GHz,4,8,6MB,4GB,1 x 4GB Non-Removable,DDR4,,2,16GB,1TB HDD,SATA,5400 RPM,1,Nvidia MX330 Graphics,Dedicated,2GB,15.6,FHD LED,1920x1080 (WxH) FHD,"Aspect ratio: 16:9, Anti-glare display, LED Backlit, 200nits, NTSC: 45%, Screen-to-body ratio: 83 ???",No,,2 x USB 2.0 Type-A,1 x USB 3.2 Gen 1 Type-A,1,Combo,Combo,,,Wi-Fi 5 (802.11ac),Bluetooth 4.1,SonicMaster,Yes,Yes,VGA camera,Yes,TouchPad,Windows 10 Home,Transparent Silver,360.2 x 234.9 x 19.9mm,1.80 kg,2 Cell,37Wh,Li-ion,45W AC Adapter,2 Year (1 year for Battery),Estimated Warranty Claim Duration 20 Days. It may take additional time up to 40 days,"ASUS X515 is the entry-level laptop that delivers powerful performance and immersive visuals. Its NanoEdge display boasts wide 178 degree viewing angles and a matte anti-glare coating for a truly engaging experience. ASUS X515 has a dual storage design to give you the benefits of superfast data performance and a large storage capacity. Install apps on the SSD for quicker response and loading times, and use the HDD to store large files such as movies, music libraries, and photo albums. The full-size backlit keyboard3 on ASUS X515 is perfect for working in dim environments. Ergonomically designed, its sturdy, one-piece construction and 1.4 mm key travel provide a comfortable typing experience.","HDMI Version: 1.4, 1x 3.5mm Combo Audio Jack, 1 x DC-in, Power Supply: 4.0, 45W AC Adapter, Output: 19V DC, 2.37A, 45W, Input: 100 - 240V AC 50/60Hz universal",Taiwan,China,,,1 x USB 3.2 Gen 1 Type-C,Yes,Yes,,,,,,Anti-glare,,,,,Firmware TPM,1,,,"Backlit Chiclet Keyboard with Num-key, 1.4mm Key-travel",,,GDDR5,,,,,,,,,,,,
https://www.ryanscomputers.com/storage/products/main/asus-vivobook-15-x515jp-10th-gen-intel-core-i5-41621840105.webp,Asus VivoBook 15 X515JP Intel Core i5 1035G1 15.6 Inch FHD Display Slate Grey Laptop,Product Id: 33.01.006.1300,"                                 74,870  ","                                 69,000  ",Asus,Asus VivoBook 15 X515JP,VivoBook,BQ140T/EJ069T-X515JP,Intel,Intel Core i5,10th,Core i5 1035G1,1.00 GHz,3.60 GHz,4,8,6MB,4GB,1 x 4GB,DDR4,,2,16GB,1TB HDD,SATA,5400 RPM,1,Nvidia MX330 Graphics,Dedicated,2GB,15.6,FHD LED,1920x1080 (WxH) FHD,"Aspect ratio: 16:9, Anti-glare display, LED Backlit, 200nits, NTSC: 45%, Screen-to-body ratio: 83%",No,,2 x USB 2.0 Type-A,1 x USB 3.2 Gen 1 Type-A,1,Combo,Combo,,,Wi-Fi 5 (802.11ac),Bluetooth 4.1,SonicMaster,Yes,Yes,VGA camera,Yes,TouchPad,Windows 10 Home,Slate Grey,360.2 x 234.9 x 19.9mm,1.80 kg,2 Cell,37Wh,Li-ion,45W AC Adapter,2 Year (1 year for Battery),Estimated Warranty Claim Duration 20 Days. It may take additional time up to 40 days,"ASUS X515 is the entry-level laptop that delivers powerful performance and immersive visuals. Its NanoEdge display boasts wide 178 degree viewing angles and a matte anti-glare coating for a truly engaging experience. ASUS X515 has a dual storage design to give you the benefits of superfast data performance and a large storage capacity. Install apps on the SSD for quicker response and loading times, and use the HDD to store large files such as movies, music libraries, and photo albums. The full-size backlit keyboard3 on ASUS X515 is perfect for working in dim environments. Ergonomically designed, its sturdy, one-piece construction and 1.4 mm key travel provide a comfortable typing experience.","HDMI Version: 1.4, 1x 3.5mm Combo Audio Jack, 1 x DC-in, Power Supply: 4.0, 45W AC Adapter, Output: 19V DC, 2.37A, 45W, Input: 100 - 240V AC 50/60Hz universal",Taiwan,China,,,1 x USB 3.2 Gen 1 Type-C,Yes,Yes,,,,,,Anti-glare,,,,,Firmware TPM,1,,,"Backlit Chiclet Keyboard with Num-key, 1.4mm Key-travel",,,GDDR5,,,,,,,,,,,,
https://www.ryanscomputers.com/storage/products/main/msi-modern-14-b11mou-intel-core-i5-1155g7-14-inch-11637498876.webp,MSI Modern 14 B11MOU Intel Core i5 1155G7 14 Inch FHD IPS Display Carbon Gray Laptop,Product Id: 33.01.033.1192,"                                 75,410  ","                                 70,000  ",MSI,MSI Modern 14 B11MOU,,,Intel,Intel Core i5,11th,Core i5 1155G7,,4.50 GHz,4,8,8MB,8GB,,DDR4,3200MHz,2,64GB,256GB SSD,,,1,Intel Iris XE Graphics,Integrated,Shared,14,FHD IPS LED Display,1920x1080 (WxH) FHD,,No,Yes,,2 x USB Type-A,1,Combo,Combo,,,WiFi 6 (802.11ax),Bluetooth 5.1,,Yes,Yes,HD Webcam,,TouchPad,Free-Dos,Carbon Gray,319 x 219 x 18.1mm,1.3 kg,3 Cell,39 Wh,65W AC Adapter,,"2 year (Battery, Adapter 1 year)",Estimated Warranty Claim Duration 20 Days. It may take additional time up to 40 days,,,,,NVMe PCIe,Micro SD Card,1 x USB Type-C,Yes,,,,,,,,,,,,,1,"Laptop, Adapter, Laptop Bag (66.033.50)",,"Backlight Keyboard (Single-Color, White)",,,,,60 Hz,,,,,,,,,,
https://www.ryanscomputers.com/storage/products/main/acer-aspire-5-a514-54-5526-intel-core-i5-1135g7-31617875766.webp,Acer Aspire 5 A514-54-5526 Intel Core i5 1135G7 14 Inch FHD IPS Display Charcoal Black Laptop,Product Id: 33.01.002.893,"                                 75,950  ","                                 70,000  ",Acer,Acer Aspire 5 A514-54-5526,Aspire,NX.A27SI.003,Intel,Intel Core i5,11th,Core i5 1135G7,2.40 GHz,4.20 GHz,4,8,8MB,8GB,1 x 8GB,DDR4,,1,,512GB SSD,,,,Intel Iris Xe Graphics,Integrated,Shared,14,FHD IPS LED Display,1920x1080 (WxH) FHD,"Display Screen Technology: ComfyView, Aspect Ratio: 16:9",No,None,,2 x USB 3.2 Gen 1 Type-A,1,Combo,Combo,,Ethernet RJ-45,"IEEE 802.11 a, g, n, ac, ax",Bluetooth 5.0,stereo speakers,2 x speakers,Yes,HD Webcam,None,TouchPad,Windows 10 Home,Charcoal Black,328 x 223 x 17.95 mm,1.70 kg,3 Cell,48 Wh,Li-Ion,45 W AC Adapter,"2 year (Battery, Adapter 1 year)",Estimated Warranty Claim Duration 20 Days. It may take additional time up to 40 days,Keyboard Backlit,"HDCP Supported: Yes, Wireless LAN Model: Wi-Fi 6 AX201, Number of Microphones: 2, TouchPad Features: Multi-touch Gesture",Taiwan,China,PCIe,,1 x USB 3.2 Gen 1 Type-C,Yes,,,,,,512GB SSD Can Be Replaced,,,,,,,,"Aspire 5 A514-54-5526 Laptop, Lithium Ion Battery, AC Adapter",,,,,,,,,,,,,,,,,
https://www.ryanscomputers.com/storage/products/main/acer-aspire-3-a315-58g-54lw-intel-core-i5-1135g7-31633519755.webp,Acer Aspire 3 A315-58G-54LW Intel Core i5 1135G7 15.6 Inch FHD Pure Silver Laptop #NX.ADUSI.003,Product Id: 33.01.002.931,"                                 77,250  ","                                 71,200  ",Acer,Acer Aspire 3 A315-58G-54LW,Aspire,NX.ADUSI.003,Intel,Intel Core i5,11th,Core i5 1135G7,2.40 GHz,4.20 GHz,4,8,8MB,8GB,,DDR4,,,16GB,512GB SSD,,,,Nvidia MX350 Graphics,Dedicated,2GB,15.6,FHD LED,1920x1080 (WxH) FHD,ComfyView Screen Technology,No,No,1 x USB 2.0,2 x USB 3.2 Gen 1 Type A,1,Combo,Combo,,,Yes,Bluetooth 5.0,Stereo,Yes,Yes,Yes,Yes,TouchPad,Windows 10 Home,Pure Silver,363.4 x 238.4 x 19.90mm,1.10 kg,2 Cell,,Li-Ion,65 W,"2 year (Battery, Adapter 1 year)",Estimated Warranty Claim Duration 20 Days. It may take additional time up to 40 days,"Kensington lock slot, Upgradable Windows OS, 64-bit Operating System Architecture, Multi-touch Gesture TouchPad","Battery Energy: 36.70 Wh, Hard Drive Configuration: 1 x 1TB, Display Aspect Ratio: 16:9, HDCP Supported: Yes, Wireless LAN Standard: IEEE 802.11a/b/g/n/ac, Ethernet Technology: Gigabit Ethernet, Front Camera/Webcam Video Resolution: 1280 x 720, Number of Speakers: 2, Microphone Type: Digital, Network (RJ-45): Yes",Taiwan,China,PCIe,,,,No,,Up to 9 Hrs.,,,,,,,,,Firmware TPM,,"Package Contents Aspire 3 A315-58G-54LW Notebook, Lithium Ion Battery, AC Adapter",,,,,GDDR5,,,,,,,,,,,,
https://www.ryanscomputers.com/storage/products/main/lenovo-ideapad-slim-3i-15itl6-11th-gen-intel-core-11636810342.webp,Lenovo IdeaPad Slim 3i 15ITL6 11th Gen Intel Core i5 1135G7 15.6 Inch FHD Display Arctic Grey Laptop #82H801CBIN-2Y,Product Id: 33.01.200.919,"                                 78,120  ","                                 72,000  ",Lenovo,Lenovo IdeaPad Slim 3i 15ITL6,,82H801CBIN-2Y,Intel,Intel Core i5,11th,Core i5 1135G7,2.40 GHz,4.20 GHz,4,8,8MB,8GB,,DDR4,3200MHz,,,512GB SSD,,,,Nvidia MX350,Dedicated,2GB,15.6,FHD IPS LED Display,1920x1080 (WxH) FHD,"Brightness: 300 nits, Aspect Ratio: 16:9, Color Gamut: 45% NTSC",No,1,1 x USB 2.0,1 x USB 3.1 Gen 1,1,Combo,Combo,,,WiFi 6 802.11 ax (2x2),Bluetooth 5.1,"Realtek ALC3287 codec, Dolby Audio",Stereo speakers,Dual array microphone,HD WebCam,,Touch Pad,Windows 10 Home,Arctic Grey,359.2 x 236.5 x 19.9mm,1.65 kg,,38 Wh,Li Polymer,Yes,"2 year (Battery, Adapter 1 year)",Estimated Warranty Claim Duration 30 Days. It may take additional time up to 60 days,"Camera privacy shutter, Administrator password, Power-on password, Hard disk password",,China,China,NVMe PCIe,"SD, SDHC, SDXC, MMC",1 x USB Type-C 3.2 Gen 1,Yes,Yes,,,Intel SoC,,,Anti-glare,,65W AC adapter,,,Firmware TPM 2.0,,,,"6-row, Multimedia Fn keys",,,GDDR5,,,,,,,,,,,,
https://www.ryanscomputers.com/storage/products/main/hp-15s-du3025tu-intel-core-i5-1135g7-156-inch-11634473763.webp,HP 15s-du3025TU Intel Core i5 1135G7 15.6 Inch FHD Display Black Laptop #2W2Y3PA-2Y,Product Id: 33.01.020.1364,"                                 78,120  ","                                 72,000  ",HP,HP 15s-du3025TU,,2W2Y3PA-2Y,Intel,Intel Core i5,11th,Core i5 1135G7,2.40 GHz,4.20 GHz,4,8,8MB,8GB,2 x 4GB,DDR4,2666 MHz,,,1TB HDD,SATA,5400 RPM,,Intel Iris Xe Graphics,Integrated,Shared,15.6,,1920x1080 (WxH) FHD,"Micro-edge, anti-glare, 250 nits, 45% NTSC",No,1,,2 x USB Type-A,1,Combo,Combo,,Ethernet RJ-45,Yes,Bluetooth 5,Dual speakers,Yes,Dual Array Digital Microphones,HD WebCam,,TouchPad,Windows 10 Home,Black,358.5 x 242 x 19.9mm,1.75 kg,3 Cell,41 Wh,,45 Watt Smart AC power adapter,"2 year (Battery, Adapter 1 year)",Estimated Warranty Claim Duration 30 Days. It may take additional time up to 60 days,,,USA,China,,Multi-format SD media card reader,1 x USB Type-C,,No,,,Intel Integrated SoC,,,Anti-Glare,,,,,,,,,,,,,Microsoft Office,,,,,,,,,,,
https://www.ryanscomputers.com/storage/products/main/dell-inspiron-15-3501-11th-gen-intel-core-i5-11613542549.webp,Dell Inspiron 15 3501 Intel Core i5 1135G7 15.6 Inch FHD Display Win 10 Silver Soft Mint Laptop #BULLN315TGL21054465-2Y,Product Id: 33.01.013.1446,"                                 78,120  ","                                 72,500  ",Dell,Dell Inspiron 15 3501,Inspiron,BULLN315TGL21054465-2Y,Intel,Intel Core i5,11th,Core i5 1135G7,2.40 GHz,4.20 GHz,4,8,8MB,8GB,1 x 8GB Removable,DDR4,3200MHz,2,32GB,512GB SSD,,,,Nvidia MX330 Graphics,Dedicated,2GB,15.6,FHD LED,1920x1080 (WxH) FHD,,No,1,1 x USB 2.0,2 x USB 3.2 Gen 1 Type-A,1,Combo,Combo,1 x Wedge-shaped lock slot,Ethernet RJ-45,802.11ac 1x1,Yes,,Stereo Speakers,Array Microphone,HD Webcam,Yes,TouchPad,Windows 10 Home,Silver (Soft Mint),363 x 249 x 18mm,1.83 Kg,3 Cell,42 Wh,,65 Watt AC adapter,2 Year (2 Year for Battery and Adapter),Estimated Warranty Claim Duration 25 Days. It may take additional time up to 50 days,"720p at 30 fps HD camera, single-array microphone (Webcam), High Definition Audio, 2.0 stereo speakers, Realtek ALC3204 with Waves MaxxAudio Pro, 2 W x 2 (Audio and Speakers)","1 x Power port, HDMI version: 1.4b, Display discription: LED Backlight Non-Touch Narrow Border WVA Display, HDD Expansion Slot: 1 x HDD Slot",USA,China,NVMe PCIe,SD Card Reader,,,,Plastic,,,,512GB SSD Can Be Replaced,Anti-glare,,,,,,1,,,,,,GDDR5,,,,,,,,,,,,
